ANSWER,ID,SECTION,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
2,10,3,0.802285714,1.022769231,0.224333333,0.967533333,0.05,0.186,0.04,0.001,1.576,3.001,0.339,2.465,0.242491426,0.45034122,0.207849794,0.519624485,0.161513905,0.382387622,0.03871042,0.417388053,1.214766633,2.511111111,1.744125326,1.461538462,2.103131284,0.439595376,0.211864407,0.344330347,0.35,0.296954315,0.560404624,0.788135593,0.655669653,0.65,0.703045685,0.472108357,0.003623188,0.501423922,0.576923077,0.716408333,0.265928591,0.180505415,0.213521203,0.170731707,0.161513905,0.339010873,0.671480144,0.406584474,0.317073171,0.382387622,0.074358357,0.144404332,0.045928736,0.146341463,0.03871042,0.320702179,0.003610108,0.333965587,0.365853659,0.417388053,0.218516629,0.444444444,0.177023499,0.461538462,0.193335248,0.781483371,0.555555556,0.822976501,0.538461538,0.806664752,0.179883628,0.17699115,0.101497006,0.315789474,0.091927332,0.820116372,0.82300885,0.898502994,0.684210526,0.908072668
3,10,4,0.831,1.3383,0.482,0.927611111,0.039,0.46,0.276,0.006,1.256,2.859,0.677,5.185,0.263622703,0.263622703,0.079086811,0.474520866,0.208605282,0.335952405,0.036298825,0.419143488,1.386367098,2.336507937,1.829280911,1,1.5199877,0.383072881,0.078156313,0.305224787,0.5,0.383072881,0.616927119,0.921843687,0.694775213,0.5,0.616927119,0.349870294,0.007741935,1.082011686,0.782608696,0.721595575,0.232193529,0.04993598,0.125889546,0.243902439,0.208605282,0.373940553,0.588988476,0.286559086,0.243902439,0.335952405,0.134677835,0.353393086,0.067856069,0.073170732,0.036298825,0.259188083,0.007682458,0.519695299,0.43902439,0.419143488,0.367098248,0.876190476,0.350232799,0.230769231,0.148216482,0.632901752,0.123809524,0.649767201,0.769230769,0.851783518,0.264791518,0.375,0.191459276,0.230769231,0.097511633,0.735208482,0.625,0.808540724,0.769230769,0.902488367
1,11,1,0.8359,0.765769231,0.40175,0.341333333,0.002,0.1,0.012,0.034,2.329,2.129,1.233,1.28,0.62827883,0.40838124,0.502623064,0.565450947,0.425990572,0.253662887,0.163791566,0.156554975,0.94333554,8,0.943851769,0.805555556,0.707811285,0.521893025,0.019607843,0.522431584,0.606060606,0.626776141,0.478106975,0.980392157,0.477568416,0.393939394,0.373223859,0.17037539,0.298245614,0.224916535,0.367346939,0.185613728,0.356498171,0.013513514,0.334098408,0.298507463,0.425990572,0.326588503,0.675675676,0.305408119,0.194029851,0.253662887,0.171340041,0.081081081,0.176875628,0.23880597,0.163791566,0.145573285,0.22972973,0.183617845,0.268656716,0.156554975,0.324607118,0.857142857,0.346153846,0.444444444,0.277715372,0.675392882,0.142857143,0.653846154,0.555555556,0.722284628,0.344105681,0.107142857,0.366745985,0.551724138,0.392357932,0.655894319,0.892857143,0.633254015,0.448275862,0.607642068
2,11,2,0.8865,0.683916667,0.367461538,0.4155,0.069,0.087,0.004,0.015,1.848,1.681,0.976,0.856,0.472911063,0.354683297,0.384240239,0.472911063,0.419446416,0.242695765,0.14126449,0.196593329,0.838445337,1.246575342,0.940864023,0.862068966,0.68477401,0.564499867,0.442307692,0.523661094,0.571428571,0.633468804,0.435500133,0.557692308,0.476338906,0.428571429,0.366531196,0.21440976,0.09375,0.190011099,0.390243902,0.244699647,0.376692534,0.394285714,0.344711807,0.280701754,0.419446416,0.290610606,0.497142857,0.313560903,0.210526316,0.242695765,0.156142152,0.022857143,0.182055587,0.228070175,0.14126449,0.176554707,0.085714286,0.159671703,0.280701754,0.196593329,0.293040518,0.054794521,0.345609065,0.448275862,0.251938189,0.706959482,0.945205479,0.654390935,0.551724138,0.748061811,0.349504618,0.043956044,0.367331577,0.52,0.367914356,0.650495382,0.956043956,0.632668423,0.48,0.632085644
3,11,3,0.851384615,0.6995625,0.4251,0.312571429,0.132,0.065,0.012,0.009,1.784,2.437,0.836,1.128,0.338541667,0.416666667,0.260416667,0.546875,0.334623292,0.338402467,0.128522191,0.19845205,0.881062323,0.534722222,1.249236641,1.130434783,1.008159802,0.548944968,0.670050761,0.422648661,0.448275862,0.497192399,0.451055032,0.329949239,0.577351339,0.551724138,0.502807601,0.15818015,0.043062201,0.223057149,0.538461538,0.247585999,0.372008091,0.605504587,0.288439774,0.216666667,0.334623292,0.305670205,0.298165138,0.394017785,0.266666667,0.338402467,0.18574524,0.055045872,0.135165724,0.166666667,0.128522191,0.136576464,0.041284404,0.182376718,0.35,0.19845205,0.33302399,0.083333333,0.319083969,0.434782609,0.277498531,0.66697601,0.916666667,0.680916031,0.565217391,0.722501469,0.377980061,0.155844156,0.255423159,0.384615385,0.275252525,0.622019939,0.844155844,0.744576841,0.615384615,0.724747475
2,11,4,0.817666667,0.466764706,0.354714286,0.3155,0.008,0.005,0.017,0.073,3.037,1.185,1.15,0.828,0.627899676,0.59301636,0.488366414,0.767432937,0.425868056,0.229600694,0.14369213,0.20083912,0.700692885,0.88,0.557678529,0.96875,0.655405405,0.636598174,0.615384615,0.719327333,0.514285714,0.64971527,0.363401826,0.384615385,0.280672667,0.485714286,0.35028473,0.192478318,2.433333333,0.154132539,0.448979592,0.251312502,0.418319639,0.077669903,0.48983871,0.253521127,0.425868056,0.238797607,0.048543689,0.191129032,0.23943662,0.229600694,0.181472424,0.165048544,0.185483871,0.197183099,0.14369213,0.16141033,0.708737864,0.133548387,0.309859155,0.20083912,0.302558895,0.68,0.274659661,0.4375,0.252286121,0.697441105,0.32,0.725340339,0.5625,0.747713879,0.431799583,0.772727273,0.492505353,0.451612903,0.384931401,0.568200417,0.227272727,0.507494647,0.548387097,0.615068599
4,12,1,0.765769231,0.8359,0.40175,0.341333333,0.1,0.002,0.012,0.034,2.129,2.329,1.233,1.28,0.349462366,0.537634409,0.430107527,0.483870968,0.253662887,0.425990572,0.163791566,0.156554975,1.060068192,0.125,1.0594884,1.24137931,1.412805957,0.478106975,0.980392157,0.477568416,0.393939394,0.373223859,0.521893025,0.019607843,0.522431584,0.606060606,0.626776141,0.17037539,0.298245614,0.224916535,0.367346939,0.185613728,0.326588503,0.675675676,0.305408119,0.194029851,0.253662887,0.356498171,0.013513514,0.334098408,0.298507463,0.425990572,0.171340041,0.081081081,0.176875628,0.23880597,0.163791566,0.145573285,0.22972973,0.183617845,0.268656716,0.156554975,0.344105681,0.107142857,0.366745985,0.551724138,0.392357932,0.655894319,0.892857143,0.633254015,0.448275862,0.607642068,0.324607118,0.857142857,0.346153846,0.444444444,0.277715372,0.675392882,0.142857143,0.653846154,0.555555556,0.722284628
2,12,2,0.683916667,0.8865,0.367461538,0.4155,0.087,0.069,0.004,0.015,1.681,1.848,0.976,0.856,0.28481238,0.37974984,0.308546745,0.37974984,0.242695765,0.419446416,0.14126449,0.196593329,1.192683596,0.802197802,1.062852842,1.16,1.460335798,0.435500133,0.557692308,0.476338906,0.428571429,0.366531196,0.564499867,0.442307692,0.523661094,0.571428571,0.633468804,0.21440976,0.09375,0.190011099,0.390243902,0.244699647,0.290610606,0.497142857,0.313560903,0.210526316,0.242695765,0.376692534,0.394285714,0.344711807,0.280701754,0.419446416,0.156142152,0.022857143,0.182055587,0.228070175,0.14126449,0.176554707,0.085714286,0.159671703,0.280701754,0.196593329,0.349504618,0.043956044,0.367331577,0.52,0.367914356,0.650495382,0.956043956,0.632668423,0.48,0.632085644,0.293040518,0.054794521,0.345609065,0.448275862,0.251938189,0.706959482,0.945205479,0.654390935,0.551724138,0.748061811
3,12,3,0.6995625,0.851384615,0.4251,0.312571429,0.065,0.132,0.012,0.009,2.437,1.784,0.836,1.128,0.449855203,0.365507352,0.281159502,0.590434954,0.338402467,0.334623292,0.128522191,0.19845205,1.134993489,1.87012987,0.800488848,0.884615385,0.991906242,0.451055032,0.329949239,0.577351339,0.551724138,0.502807601,0.548944968,0.670050761,0.422648661,0.448275862,0.497192399,0.15818015,0.043062201,0.223057149,0.538461538,0.247585999,0.305670205,0.298165138,0.394017785,0.266666667,0.338402467,0.372008091,0.605504587,0.288439774,0.216666667,0.334623292,0.18574524,0.055045872,0.135165724,0.166666667,0.128522191,0.136576464,0.041284404,0.182376718,0.35,0.19845205,0.377980061,0.155844156,0.255423159,0.384615385,0.275252525,0.622019939,0.844155844,0.744576841,0.615384615,0.724747475,0.33302399,0.083333333,0.319083969,0.434782609,0.277498531,0.66697601,0.916666667,0.680916031,0.565217391,0.722501469
2,12,4,0.466764706,0.817666667,0.354714286,0.3155,0.005,0.008,0.017,0.073,1.185,3.037,1.15,0.828,0.780031201,0.82591539,0.642378636,1.009452143,0.229600694,0.425868056,0.14369213,0.20083912,1.427158776,1.136363636,1.793147752,1.032258065,1.525773196,0.363401826,0.384615385,0.280672667,0.485714286,0.35028473,0.636598174,0.615384615,0.719327333,0.514285714,0.64971527,0.192478318,2.433333333,0.154132539,0.448979592,0.251312502,0.238797607,0.048543689,0.191129032,0.23943662,0.229600694,0.418319639,0.077669903,0.48983871,0.253521127,0.425868056,0.181472424,0.165048544,0.185483871,0.197183099,0.14369213,0.16141033,0.708737864,0.133548387,0.309859155,0.20083912,0.431799583,0.772727273,0.492505353,0.451612903,0.384931401,0.568200417,0.227272727,0.507494647,0.548387097,0.615068599,0.302558895,0.68,0.274659661,0.4375,0.252286121,0.697441105,0.32,0.725340339,0.5625,0.747713879
2,13,1,1.081545455,1.6028275,0.628909091,0.46582,0.173,0.361,0.022,0.192,2.622,3.376,1.87,0.75,0.504726071,0.367073506,0.504726071,0.412957695,0.33204019,0.357873849,0.193078426,0.117007536,1.304762291,1.964102564,1.167853963,0.863636364,1.049195854,0.402904318,0.323970037,0.437145715,0.578947368,0.481277625,0.597095682,0.676029963,0.562854285,0.421052632,0.518722375,0.140591713,0.345323741,0.095322827,0.3,0.132512496,0.286191122,0.231283422,0.304246925,0.282051282,0.33204019,0.424129193,0.482620321,0.391738222,0.205128205,0.357873849,0.1664176,0.029411765,0.2169877,0.282051282,0.193078426,0.123262086,0.256684492,0.087027152,0.230769231,0.117007536,0.367685357,0.112820513,0.416295637,0.5,0.367685357,0.632314643,0.887179487,0.583704363,0.5,0.632314643,0.281802563,0.057441253,0.356462066,0.578947368,0.35044492,0.718197437,0.942558747,0.643537934,0.421052632,0.64955508
3,13,2,1.2344,0.587666667,0.425666667,0.498230769,0.092,0.118,0.032,0.104,3.08,1.438,1.055,0.88,0.522429646,0.104485929,0.208971858,0.45277236,0.631729785,0.060150119,0.087137496,0.2209826,0.610417252,1.209677419,0.602902056,0.428571429,0.204888467,0.677472467,0.438095238,0.681717574,0.833333333,0.913062774,0.322527533,0.561904762,0.318282426,0.166666667,0.086937226,0.221659199,0.429752066,0.157904181,0.541666667,0.283668375,0.449532461,0.265895954,0.477297381,0.405405405,0.631729785,0.214011052,0.341040462,0.222842089,0.081081081,0.060150119,0.155015379,0.092485549,0.16348985,0.162162162,0.087137496,0.181441108,0.300578035,0.13637068,0.351351351,0.2209826,0.256415405,0.258064516,0.255139057,0.285714286,0.121214998,0.743584595,0.741935484,0.744860943,0.714285714,0.878785002,0.420065789,0.213333333,0.423184918,0.666666667,0.591614547,0.579934211,0.786666667,0.576815082,0.333333333,0.408385453
1,13,3,0.786230769,1.043785714,0.599888889,0.463526316,0.362,0.309,0.001,0.01,2.117,3.185,1.749,1.255,0.45277236,0.487601003,0.313457788,0.661744218,0.261808402,0.374308402,0.138294057,0.225589139,1.185810037,0.85399449,1.276254527,1.045454545,1.281177977,0.42963043,0.539493294,0.399283289,0.481481481,0.411572844,0.57036957,0.460506706,0.600716711,0.518518519,0.588427156,0.190758999,0.014880952,0.177988938,0.527777778,0.291304204,0.271729508,0.530791789,0.254875993,0.236363636,0.261808402,0.360743168,0.453079179,0.383457741,0.254545455,0.374308402,0.207327822,0.001466276,0.210570672,0.163636364,0.138294057,0.160199502,0.014662757,0.151095594,0.345454545,0.225589139,0.432782903,0.002754821,0.452405587,0.409090909,0.345646607,0.567217097,0.997245179,0.547594413,0.590909091,0.654353393,0.364968156,0.003225806,0.354479124,0.391304348,0.269788127,0.635031844,0.996774194,0.645520876,0.608695652,0.730211873
1,13,4,0.9208125,0.814,0.506642857,0.478875,0.007,0.077,0.036,0.021,2.298,2.095,1.209,1.285,0.407643312,0.331210191,0.356687898,0.407643312,0.367681557,0.264087846,0.177015223,0.191215373,0.925172791,2.627906977,0.942115768,0.9,0.809813983,0.530785027,0.083333333,0.52310494,0.551724138,0.581986964,0.469214973,0.916666667,0.47689506,0.448275862,0.418013036,0.213644674,0.175,0.229382363,0.372093023,0.236423105,0.338492896,0.04964539,0.333672136,0.271186441,0.367681557,0.299228363,0.546099291,0.304196312,0.220338983,0.264087846,0.186243136,0.255319149,0.175548134,0.237288136,0.177015223,0.176035605,0.14893617,0.186583418,0.271186441,0.191215373,0.354927287,0.837209302,0.344739093,0.466666667,0.324979382,0.645072713,0.162790698,0.655260907,0.533333333,0.675020618,0.383633512,0.318584071,0.365920097,0.518518519,0.401301273,0.616366488,0.681415929,0.634079903,0.481481481,0.598698727
3,15,1,0.311,0.946,0.800666667,0.865583333,0.004,0.037,0.086,0.076,0.778,2.905,1.699,3.064,0.147859002,0.354861604,0.177430802,0.354861604,0.055342017,0.404014521,0.170973023,0.369670439,1.571214393,1.366666667,1.85870004,1.636363636,2.540651046,0.247414479,0.097560976,0.211240836,0.294117647,0.12047726,0.752585521,0.902439024,0.788759164,0.705882353,0.87952274,0.420662563,0.598425197,0.569305091,0.52173913,0.586471684,0.106388438,0.019704433,0.09211461,0.142857143,0.055342017,0.323612418,0.18226601,0.343949799,0.342857143,0.404014521,0.273896063,0.42364532,0.201160313,0.171428571,0.170973023,0.296103082,0.374384236,0.362775278,0.342857143,0.369670439,0.72023988,0.955555556,0.685910375,0.545454545,0.755464696,0.27976012,0.044444444,0.314089625,0.454545455,0.244535304,0.458396947,0.699186992,0.369026933,0.333333333,0.297350829,0.541603053,0.300813008,0.630973067,0.666666667,0.702649171
2,15,2,0.732166667,0.799444444,0.554333333,0.405421053,0.163,0.062,0.043,0.047,1.998,1.962,1.486,1.622,0.409416581,0.614124872,0.409416581,0.648242921,0.234099811,0.383416376,0.177240148,0.205243665,1.052295202,0.509708738,0.989667049,1.25,1.363000389,0.478036926,0.724444444,0.504545455,0.4,0.379099068,0.521963074,0.275555556,0.495454545,0.6,0.620900932,0.194358509,0.175373134,0.297833272,0.452380952,0.258247284,0.293881676,0.517460317,0.282682513,0.196721311,0.234099811,0.320886054,0.196825397,0.277589134,0.295081967,0.383416376,0.22250181,0.136507937,0.21024335,0.196721311,0.177240148,0.16273046,0.149206349,0.229485003,0.31147541,0.205243665,0.43088483,0.208737864,0.42652124,0.5,0.43088483,0.56911517,0.791262136,0.57347876,0.5,0.56911517,0.409471438,0.40952381,0.430974478,0.4,0.316129645,0.590528562,0.59047619,0.569025522,0.6,0.683870355
2,15,3,0.8188,0.726875,0.405333333,0.761230769,0.168,0.005,0.028,0.161,1.878,2.613,0.777,3.849,0.341180484,0.272944388,0.204708291,0.44353463,0.310964263,0.220842353,0.092362614,0.37583077,0.924906056,0.168367347,1.276836158,0.875,0.776553672,0.529736199,0.971098266,0.418169673,0.555555556,0.584731843,0.470263801,0.028901734,0.581830327,0.444444444,0.415268157,0.390172997,0.800995025,0.730637813,0.541666667,0.602129601,0.301890788,0.464088398,0.205988812,0.27027027,0.310964263,0.267998127,0.013812155,0.286607437,0.216216216,0.220842353,0.149446018,0.077348066,0.085225403,0.162162162,0.092362614,0.280665067,0.444751381,0.422178348,0.351351351,0.37583077,0.331118615,0.142857143,0.292655367,0.375,0.229001883,0.668881385,0.857142857,0.707344633,0.625,0.770998117,0.358002429,0.848484848,0.22920354,0.428571429,0.294895113,0.641997571,0.151515152,0.77079646,0.571428571,0.705104887
2,15,4,0.649923077,0.5725625,0.298076923,0.844529412,0.096,0.049,0.051,0.1,1.806,1.329,0.847,3.676,0.346380326,0.426314247,0.346380326,0.452958887,0.235729033,0.255593996,0.108113387,0.400563585,0.918396016,0.680272109,0.820203543,1.115384615,1.05777345,0.531640691,0.662068966,0.576076555,0.448275862,0.479784214,0.468359309,0.337931034,0.423923445,0.551724138,0.520215786,0.555405918,0.510204082,0.923154194,0.404761905,0.668233651,0.274798232,0.324324324,0.23583181,0.220338983,0.235729033,0.2420889,0.165540541,0.173544006,0.271186441,0.255593996,0.126031856,0.172297297,0.110603291,0.220338983,0.108113387,0.357081011,0.337837838,0.480020893,0.288135593,0.400563585,0.314427134,0.346938776,0.319261214,0.5,0.314427134,0.685572866,0.653061224,0.680738786,0.5,0.685572866,0.342365525,0.51,0.389246324,0.448275862,0.297253759,0.657634475,0.49,0.610753676,0.551724138,0.702746241
2,16,1,0.946,0.311,0.800666667,0.865583333,0.037,0.004,0.086,0.076,2.905,0.778,1.699,3.064,0.319735685,0.133223202,0.159867843,0.319735685,0.404014521,0.055342017,0.170973023,0.369670439,0.636450382,0.731707317,0.538010426,0.611111111,0.393599901,0.752585521,0.902439024,0.788759164,0.705882353,0.87952274,0.247414479,0.097560976,0.211240836,0.294117647,0.12047726,0.420662563,0.598425197,0.569305091,0.52173913,0.586471684,0.323612418,0.18226601,0.343949799,0.342857143,0.404014521,0.106388438,0.019704433,0.09211461,0.142857143,0.055342017,0.273896063,0.42364532,0.201160313,0.171428571,0.170973023,0.296103082,0.374384236,0.362775278,0.342857143,0.369670439,0.458396947,0.699186992,0.369026933,0.333333333,0.297350829,0.541603053,0.300813008,0.630973067,0.666666667,0.702649171,0.72023988,0.955555556,0.685910375,0.545454545,0.755464696,0.27976012,0.044444444,0.314089625,0.454545455,0.244535304
3,16,2,0.799444444,0.732166667,0.554333333,0.405421053,0.062,0.163,0.043,0.047,1.962,1.998,1.486,1.622,0.50942435,0.339616234,0.339616234,0.537725703,0.383416376,0.234099811,0.177240148,0.205243665,0.950303677,1.961904762,1.010440835,0.8,0.733675506,0.521963074,0.275555556,0.495454545,0.6,0.620900932,0.478036926,0.724444444,0.504545455,0.4,0.379099068,0.194358509,0.175373134,0.297833272,0.452380952,0.258247284,0.320886054,0.196825397,0.277589134,0.295081967,0.383416376,0.293881676,0.517460317,0.282682513,0.196721311,0.234099811,0.22250181,0.136507937,0.21024335,0.196721311,0.177240148,0.16273046,0.149206349,0.229485003,0.31147541,0.205243665,0.409471438,0.40952381,0.430974478,0.4,0.316129645,0.590528562,0.59047619,0.569025522,0.6,0.683870355,0.43088483,0.208737864,0.42652124,0.5,0.43088483,0.56911517,0.791262136,0.57347876,0.5,0.56911517
2,16,3,0.726875,0.8188,0.405333333,0.761230769,0.005,0.168,0.028,0.161,2.613,1.878,0.777,3.849,0.226410822,0.283013528,0.169808117,0.367917586,0.220842353,0.310964263,0.092362614,0.37583077,1.081190888,5.939393939,0.783185841,1.142857143,1.287740997,0.470263801,0.028901734,0.581830327,0.444444444,0.415268157,0.529736199,0.971098266,0.418169673,0.555555556,0.584731843,0.390172997,0.800995025,0.730637813,0.541666667,0.602129601,0.267998127,0.013812155,0.286607437,0.216216216,0.220842353,0.301890788,0.464088398,0.205988812,0.27027027,0.310964263,0.149446018,0.077348066,0.085225403,0.162162162,0.092362614,0.280665067,0.444751381,0.422178348,0.351351351,0.37583077,0.358002429,0.848484848,0.22920354,0.428571429,0.294895113,0.641997571,0.151515152,0.77079646,0.571428571,0.705104887,0.331118615,0.142857143,0.292655367,0.375,0.229001883,0.668881385,0.857142857,0.707344633,0.625,0.770998117
2,16,4,0.5725625,0.649923077,0.298076923,0.844529412,0.049,0.096,0.051,0.1,1.329,1.806,0.847,3.676,0.417025048,0.338832851,0.338832851,0.443089113,0.255593996,0.235729033,0.108113387,0.400563585,1.088854898,1.47,1.219209559,0.896551724,0.945382019,0.468359309,0.337931034,0.423923445,0.551724138,0.520215786,0.531640691,0.662068966,0.576076555,0.448275862,0.479784214,0.555405918,0.510204082,0.923154194,0.404761905,0.668233651,0.2420889,0.165540541,0.173544006,0.271186441,0.255593996,0.274798232,0.324324324,0.23583181,0.220338983,0.235729033,0.126031856,0.172297297,0.110603291,0.220338983,0.108113387,0.357081011,0.337837838,0.480020893,0.288135593,0.400563585,0.342365525,0.51,0.389246324,0.448275862,0.297253759,0.657634475,0.49,0.610753676,0.551724138,0.702746241,0.314427134,0.346938776,0.319261214,0.5,0.314427134,0.685572866,0.653061224,0.680738786,0.5,0.685572866
2,17,1,0.963909091,0.7682,0.45,0.405153846,0.052,0.06,0.147,0.108,2.576,2.005,0.97,0.97,0.28670472,0.260640655,0.234576589,0.338832851,0.384138831,0.278313166,0.146728498,0.190819506,0.861582974,1.040201005,0.838973491,0.95,0.800655156,0.556494447,0.464285714,0.562322637,0.523809524,0.579874214,0.443505553,0.535714286,0.437677363,0.476190476,0.420125786,0.185670757,0.416988417,0.174743289,0.433333333,0.235818223,0.372559386,0.141689373,0.395031437,0.255813953,0.384138831,0.296916092,0.163487738,0.30746818,0.23255814,0.278313166,0.173928979,0.400544959,0.148750192,0.209302326,0.146728498,0.156595544,0.294277929,0.148750192,0.302325581,0.190819506,0.318266572,0.738693467,0.273547659,0.45,0.276393913,0.681733428,0.261306533,0.726452341,0.55,0.723606087,0.369397472,0.710144928,0.32605042,0.473684211,0.345209683,0.630602528,0.289855072,0.67394958,0.526315789,0.654790317
2,17,2,0.916952381,0.365777778,0.3136,0.45952381,0.006,0.058,0.054,0.102,3.143,0.876,0.682,1.677,0.531659029,0.22785387,0.253170966,0.531659029,0.54497085,0.093168053,0.088753042,0.273108055,0.552091718,1.866666667,0.407320261,0.612903226,0.28706681,0.71484433,0.09375,0.782035332,0.7,0.854000355,0.28515567,0.90625,0.217964668,0.3,0.145999645,0.287862637,0.86440678,0.35673261,0.525,0.375720293,0.446020192,0.027272727,0.492787708,0.344262295,0.54497085,0.177920117,0.263636364,0.137347131,0.147540984,0.093168053,0.152540017,0.245454545,0.106930072,0.163934426,0.088753042,0.223519674,0.463636364,0.262935089,0.344262295,0.273108055,0.254844901,0.9,0.178300654,0.322580645,0.140050018,0.745155099,0.1,0.821699346,0.677419355,0.859949982,0.461598849,0.482142857,0.437740693,0.526315789,0.487865588,0.538401151,0.517857143,0.562259307,0.473684211,0.512134412
2,17,3,0.885285714,0.391692308,0.663714286,0.493285714,0.01,0.008,0.172,0.065,2.185,1.328,1.748,1.217,0.354439353,0.329122256,0.354439353,0.354439353,0.367949175,0.151169695,0.275857974,0.205023156,0.681347058,0.989010989,0.782100178,0.964285714,0.663285069,0.693266211,0.555555556,0.621975519,0.518518519,0.708795608,0.306733789,0.444444444,0.378024481,0.481481481,0.291204392,0.25418028,0.342105263,0.231324843,0.341463415,0.257898275,0.363719683,0.039215686,0.337295462,0.254545455,0.367949175,0.160926805,0.031372549,0.205001544,0.236363636,0.151169695,0.27268705,0.674509804,0.269836369,0.254545455,0.275857974,0.202666462,0.254901961,0.187866626,0.254545455,0.205023156,0.428479203,0.945054945,0.444444444,0.5,0.428479203,0.571520797,0.054945055,0.555555556,0.5,0.571520797,0.628870702,0.955555556,0.568270481,0.518518519,0.645995551,0.371129298,0.044444444,0.431729519,0.481481481,0.354004449
2,17,4,0.890615385,0.992625,0.582166667,0.2872,0.062,0.113,0.033,0.043,2.526,2.261,1.689,0.79,0.331142697,0.203780121,0.305670182,0.254725152,0.394117847,0.270313511,0.237805086,0.097763557,1.069263212,1.536842105,0.9371293,0.8,0.804083172,0.472916465,0.354285714,0.527679131,0.619047619,0.593165633,0.527083535,0.645714286,0.472320869,0.380952381,0.406834367,0.11649192,0.206730769,0.121988882,0.303030303,0.108356914,0.323553405,0.247011952,0.347646573,0.302325581,0.394117847,0.360612678,0.450199203,0.311175337,0.186046512,0.270313511,0.211496467,0.131474104,0.232452519,0.279069767,0.237805086,0.10433745,0.171314741,0.108725571,0.23255814,0.097763557,0.395283651,0.347368421,0.400711744,0.48,0.376319759,0.604716349,0.652631579,0.599288256,0.52,0.623680241,0.369678529,0.226027397,0.427594937,0.6,0.468010987,0.630321471,0.773972603,0.572405063,0.4,0.531989013
2,18,1,0.7682,0.963909091,0.45,0.405153846,0.06,0.052,0.147,0.108,2.005,2.576,0.97,0.97,0.254725152,0.280197667,0.229252636,0.331142697,0.278313166,0.384138831,0.146728498,0.190819506,1.160654319,0.961352657,1.191932773,1.052631579,1.248977156,0.443505553,0.535714286,0.437677363,0.476190476,0.420125786,0.556494447,0.464285714,0.562322637,0.523809524,0.579874214,0.185670757,0.416988417,0.174743289,0.433333333,0.235818223,0.296916092,0.163487738,0.30746818,0.23255814,0.278313166,0.372559386,0.141689373,0.395031437,0.255813953,0.384138831,0.173928979,0.400544959,0.148750192,0.209302326,0.146728498,0.156595544,0.294277929,0.148750192,0.302325581,0.190819506,0.369397472,0.710144928,0.32605042,0.473684211,0.345209683,0.630602528,0.289855072,0.67394958,0.526315789,0.654790317,0.318266572,0.738693467,0.273547659,0.45,0.276393913,0.681733428,0.261306533,0.726452341,0.55,0.723606087
2,18,2,0.365777778,0.916952381,0.3136,0.45952381,0.058,0.006,0.054,0.102,0.876,3.143,0.682,1.677,0.225242135,0.525564982,0.250269039,0.525564982,0.093168053,0.54497085,0.088753042,0.273108055,1.811293247,0.535714286,2.455070603,1.631578947,3.483509645,0.28515567,0.90625,0.217964668,0.3,0.145999645,0.71484433,0.09375,0.782035332,0.7,0.854000355,0.287862637,0.86440678,0.35673261,0.525,0.375720293,0.177920117,0.263636364,0.137347131,0.147540984,0.093168053,0.446020192,0.027272727,0.492787708,0.344262295,0.54497085,0.152540017,0.245454545,0.106930072,0.163934426,0.088753042,0.223519674,0.463636364,0.262935089,0.344262295,0.273108055,0.461598849,0.482142857,0.437740693,0.526315789,0.487865588,0.538401151,0.517857143,0.562259307,0.473684211,0.512134412,0.254844901,0.9,0.178300654,0.322580645,0.140050018,0.745155099,0.1,0.821699346,0.677419355,0.859949982
2,18,3,0.391692308,0.885285714,0.663714286,0.493285714,0.008,0.01,0.172,0.065,1.328,2.185,1.748,1.217,0.325349751,0.350376655,0.350376655,0.350376655,0.151169695,0.367949175,0.275857974,0.205023156,1.467680806,1.011111111,1.278608583,1.037037037,1.507647386,0.306733789,0.444444444,0.378024481,0.481481481,0.291204392,0.693266211,0.555555556,0.621975519,0.518518519,0.708795608,0.25418028,0.342105263,0.231324843,0.341463415,0.257898275,0.160926805,0.031372549,0.205001544,0.236363636,0.151169695,0.363719683,0.039215686,0.337295462,0.254545455,0.367949175,0.27268705,0.674509804,0.269836369,0.254545455,0.275857974,0.202666462,0.254901961,0.187866626,0.254545455,0.205023156,0.628870702,0.955555556,0.568270481,0.518518519,0.645995551,0.371129298,0.044444444,0.431729519,0.481481481,0.354004449,0.428479203,0.945054945,0.444444444,0.5,0.428479203,0.571520797,0.054945055,0.555555556,0.5,0.571520797
